Utilisateur,Date,Contenu
chouchou39,2021-09-24T09:53:26+00:00,"bonjour,je me permet de te répondre a ton message que tu as publier.Car je suis dans la même situation que toi si je peux me permettre de te tutoies .Cela fais maintenant, 6ans que je suis suivi avec mon mari dans un protocole de PMA.J'ai déjà fais 2 tentatives, la première avait fonctionner, j'étais enceinte de presque 4mois quant on ma dit qu'il y avait un problème lors d'un examen de routine.J'ai du subir un curetage comme toi, cela ma énormément affecter mais surtout de me retrouver seule dans une salle a attendre qu'on m'enlève ce que je voulais temps avoir avec mon mari.Cela ma pris beaucoup de temps d'accepter mais j'y suis arriver grâce a mon mari, ses parents et autres mais de toute façon oublie jamais.C'est vraiment que j'ai beaucoup culpabiliser.J'ai fais 1 an après une 2eme tentative mais malheureusement la rien du tout c'est vrai que j'ai pas compris mais pendant 2 ans j'ai tout arrêter je me suis changer les idées alors je me suis marié et j'ai fais autre chose et tout .Et la je suis presque entrain de recommencer.Au plaisir de parler avec toi car moi aussi j'ai beaucoup chercher quelqu'un qui est dans la même situation que moi pour parler."
gaxxa,2022-01-06T23:04:16+00:00,"Je me sens intrus dans ce forum mais bon il faut un début à tout.Je suis un homme et je ne vois pas beaucoup de retour d'expérience du point de vue du mari, donc je vais essayer de vous le donner.En 2017, essais bébé pendant 6 mois. Succès: elle est tombée enceinte en malheureusement fausse couche à 4 semaines. Nous avons laisser le temps. Réessaie en 2018 et 2019 sans succès. Lancement de la PMA en 2020 semé d'embûches, finalement RDV dans un centre à Paris fin janvier 2022 pour FIV (ICSI surement).Finalement ma femme n'est plus vraiment motivé pour avoir un enfant,  par peur de l'échec, le stress (mais aussi parasité par ses copines qui disent que d'avoir un enfant c'est beaucoup de responsabilités et compliqué à élever, bref, de supers copines... ce qu'il y a entre parenthèse n'est purement que mon avis)J'essaie de rester positif et de lui remonter le moral mais c'est vraiment pas facile. Nous avons traversé tant d'épreuves ensemble et qu'elle me jette à la gueule : ""finalement si nous avons un enfant c'est bien sinon ça va pas changer grand chose, on peut vitre sans""Si elle ne se sent pas à avoir un enfant, j'ai peur que ça n'aide pas vraiment à la réussite lors de la FIV.Je ne sais plus quoi faire et j'aimerais avoir vos avis dessus."
Zalie,2022-01-16T16:35:48+00:00,"gaxxaa écrit :↑07 janv. 2022 à 00:04Je me sens intrus dans ce forum mais bon il faut un début à tout.Je suis un homme et je ne vois pas beaucoup de retour d'expérience du point de vue du mari, donc je vais essayer de vous le donner.En 2017, essais bébé pendant 6 mois. Succès: elle est tombée enceinte en malheureusement fausse couche à 4 semaines. Nous avons laisser le temps. Réessaie en 2018 et 2019 sans succès. Lancement de la PMA en 2020 semé d'embûches, finalement rendez-vous dans un centre à Paris fin janvier 2022 pour FIV (ICSI surement).Finalement ma femme n'est plus vraiment motivé pour avoir un enfant,  par peur de l'échec, le stress (mais aussi parasité par ses copines qui disent que d'avoir un enfant c'est beaucoup de responsabilités et compliqué à élever, bref, de supers copines... ce qu'il y a entre parenthèse n'est purement que mon avis)J'essaie de rester positif et de lui remonter le moral mais c'est vraiment pas facile. Nous avons traversé tant d'épreuves ensemble et qu'elle me jette à la gueule : ""finalement si nous avons un enfant c'est bien sinon ça va pas changer grand chose, on peut vitre sans""Si elle ne se sent pas à avoir un enfant, j'ai peur que ça n'aide pas vraiment à la réussite lors de la FIV.Je ne sais plus quoi faire et j'aimerais avoir vos avis dessus.Bonjour Gaxxa,C'est bien d'avoir l'avis et le témoignage d'un homme ici !!Je comprends que tu ne te sentes pas très bien avec ce que vous avez vécu et que tu souffres qu'elle ne soit peut-être plus tout à fait sur la même longueur d'ondes que toi.Un des gros problèmes de nos parcours est qu'on a malheureusement trop le temps de se poser des questions qu'on ne se poserait certainement pas autant si les choses se passaient naturellement comme pour la majorité des gens !! Les obstacles qu'on rencontre nous mettent à rude épreuve et on se retrouve trop souvent dans le doute !C'est compliqué de savoir ce qu'il y a vraiment dans la tête de ta femme et elle même semble ne pas trop savoir en ce moment : il faut qu'elle comprenne que c'est normal vu tout ce que vous avez vécu depuis votre première décision d'avoir un enfant et qu'elle ne doit pas se laisser convaincre par des personnes qui ne comprennent pas ce que vous vivez. L'entourage est porteur de plein de conseils parfois bons, mais parfois pas si bons et qui peuvent mettre le doute dans nos têtes déjà bien secouées !!Mais je pense qu'il n'est pas faux de se dire qu'on peut vivre sans enfant : certaines personnes le vivent très bien et d'autres s'y adaptent par obligation quand ça ne marche pas.Mais peut-être que quand ta femme dit : ""finalement si nous avons un enfant c'est bien sinon ça va pas changer grand chose, on peut vivre sans"" c'est juste une façon de se protéger en anticipant un éventuel risque que ça ne marche jamais. Et peut-être aussi qu'elle cherche ton réconfort, ton approbation pour lui assurer que, si par grand malheur vous n'arrivez pas à être parents, vous serez toujours là l'un pour l'autre, vous arriverez à vivre sans, tout ne sera pas totalement noir pour l'avenir... peut-être qu'il y a ce genre de craintes derrière ces mots ?? C'est du moins la question que je me pose en relisant ces propos de ta femme...Tant qu'elle est d'accord pour continuer la PMA, il y a de l'espoir !! et il lui faut peut-être craquer un coup avant de repartir au combat... maintenant que je suis en train de te répondre, je ne vois plus ta signature mais il me semble que vous êtes encore jeunes ce qui est un gros point positif pour vous !Et il faut garder en tête que, ce qui compte avant tout, c'est le couple !!Allez, courage et patience Gaxxa, ce sont les maitres-mots de la PMA et rien n'est perdu pour vous deux !!"
Basmati,2022-01-30T14:28:28+00:00,"Bonjour à toutes et tous,Gaxxa, je trouve cela super d'avoir le point de vue d'un homme, on se sent souvent dans des problèmes typiquement féminins en parcours PMA ce qui est pourtant faux au fond.Comme l'a très sagement écrit Zalie, ta femme a peut-être simplement besoin de temps, d'une part, et d'autre part, que vous fassiez le point sur tous les cas de figures qui pourraient arrivés. Bien sûr que l'on peut être heureux sans enfants, mais on peut aussi ne pas concevoir notre vie sans. Avec mon conjoint, il a toujours été clair que si on ne réussissait pas alors on s'orienterait vers l'adoption (après on se dit ça à un temps t sans forcément s'y projeter, qui sait de quoi l'avenir sera fait).De mon côté, je viens de vivre une FC à 7 semaines de grossesse et j'ai beaucoup de mal à reprendre le dessus. J'ai vécu pas mal de drames ces dernières années donc j'ai peur de ne plus avoir assez de force pour la PMA. Quand je lis certains parcours, je suis tellement impressionnée de voir comment les personnes ont pu se relever et continuer malgré tous ces échecs et souffrances, pas sûre que j'en sois capable. C'est quand même une injustice énorme que l'on vit au quotidienJe vous souhaite beaucoup de courage et de bonnes choses pour la suite."
Basmati,2023-11-17T20:30:11+00:00,"Mayon67a écrit :↑15 nov. 2023 à 11:34Bonjour,Je sais que cette conversation n'est plus active depuis un certain temps, mais j'espère que quelqu'un lira mon message et pourra éventuellement m'aider dans ce moment terrible qui est la fausse couche...J'ai appris lundi, à 8sa, que ma grossesse s'était arrêtée...je m'en doutais depuis 1 semaine car à l'écho précédente la taille ne correspondait pas à mon stade de grossesse...mais malgré tout, on garde un peu espoir...La gynéco m'a donné 2 comprimés à prendre pour déclencher la fausse couche, je les ai pris lundi après-midi et depuis...rien! Pas un saignement, pas une douleur (en revanche ça m'a rendue bien malade)...je viens de contacter ma gynéco qui me dit d'attendre jusqu'à vendredi...je trouve ça tellement horrible! J'aimerais que les choses passent, j'ai besoin de tourner la page, j'ai besoin de retrouver un peu d'espoir...je pleure tous les jours, je me sens tellement mal!Comment avez vous fait pour surmonter cette épreuve? La fausse couche a t elle pris du temps? Vos cycles sont ils revenus rapidement?Merci aux personnes qui verront mon message et qui prendront le temps de me faire une petite réponse!Bonjour Mayon,Je suis désolée que tu aies à subir cette terrible épreuveet t'envoie toute mon amitié. Pour ma part, ayant atterie aux urgences pour une péritonite plus que pour la fausse couche, j'ai demandé à avoir un curetage. Il faut passer par une anesthésie générale mais cela m'a semblé moins traumatisant que cette terrible attente. Moi aussi je pleurais sans arrêt, c'est normal que tu réagisses comme cela, ne retiens pas tes larmes ma belle, tu as le droit d'avoir terriblement mal. J'ai fait une dépression suite à l'annonce de ma fausse couche, je ne pouvais pas y croire, j'y avais tellement cru. C'est une interne abjecte de la PMA qui m'a fait l'annonce de manière très cruelle, je n'ai pas cru à ce qu'elle disait parce que je ne le voulais pas et parce qu'elle m'avait déjà dit que je faisais une GEU alors que pas du tout. J'avais ensuite contacté directement ma gynéco pour lui demander un rdv et pas avec une interne. Il s'est passé à peine une semaine entre les 2. Le jour du rdv, j'ai un endométriome qui s'est rompu et m'a provoqué une péritonite. Étrangement, je crois que c'est cette péritonite qui m'a permis de me recentrer sur moi, de me rappeler que ma vie avait de l'importance, je me suis même demandée si je n'avais pas été trop loin avec la PMA vu les conséquences que cela pouvait avoir. Après, comme tu dis, c'est le temps qui permet de remonter la pente, de retrouver espoir et d'y croire à nouveau. Pour répondre à ta question, oui mes cycles sont revenus un peu plus d'un mois après et tout à fait régulier. Laisse toi le temps de te reconstruire, tu reviendras plus forte que jamaiset cela finira par fonctionner, j'y crois très fort"
Mayon67,2023-11-25T10:48:19+00:00,"Bonjour,Mon curetage a eu lieu hier, la gynéco qui m'a opérée m'a dit que tout s'était bien passé! J'espère que la suite se passera aussi bien! Le contre coup de l anesthésie a été un peu dur.Cette gynéco m'a conseillé d'attendre 2 cycles avant de reprendre les essais bébé ou la PMA, ma gynéco perso m'avait juste conseillé d'attendre mon retour de couche...Qu'en pensez vous?"
Popane,2023-06-09T09:42:27+00:00,"Bonjour à tous et à toute,C'est avec le cœur lourd que je viens de mettre à jour ma signature, suite à l'échec de notre tout dernier espoir d'agrandir la famille.Aujourd'hui c'est pour nous la fin de la PMA, et donc la fin de l'espoir d'agrandir notre famille. Nous pourrions repartir pour un nouveau DO, mais pour plusieurs raisons, nous ne continuerons pas (aspects financier, impact psychologique et physique, âge de mon conjoint,  et le fait que nous voulions que nos enfants soient issus de la même donneuse, mais cela est très personnel).Notre baby boy sera donc enfant unique, et c'est une chose que j'ai - pour le moment - beaucoup de mal à accepter, pour plusieurs raisons.Je sais que d'autres sujets sont déjà ouverts concernant la fin de la PMA et du deuil du dernier bébé et particulièrement du deuxième, mais pour les avoir tous consultés, beaucoup ont eu la chance de voir arriver ce bébé tant attendu.J'aurais voulu échanger avec des personnes qui comme moi, on été contraintes de faire le deuil de ce deuxième bébé, qui doivent aussi se résoudre à élever un enfant unique avec les craintes et les peurs que cela implique. Qui ont trouvé les ressources pour accepter et se projeter, et accompagner leur enfant du mieux que possible.De mon côté c'est un deuil multiple  que je vais devoir gérer sur les prochains mois/années :- le deuil d'une nouvelle grossesse : j'ai adoré être enceinte et vivre ces 9 mois (enfin 8 pour moi du coup) de développement et d'évolution du corps et de bébé. Je n'aurai plus jamais la possibilité de vivre ce bonheur. Et j'angoisse déjà ++ de voir mes amies annoncer leur deuxième grossesse...- le deuil d'une nouvelle maternité : j'ai adoré aussi les premiers mois de vie de bébé, les deux premières années sont tellement riches d'évolutions et d'échanges. Je n'aurai plus jamais le bonheur de pouponner- le deuil de ma fratrie tant rêvée : je me suis toujours projetée avec deux enfants, même quand le parcours PMA a débuté, je ne pensais pas que ce sera si compliqué de fonder ma famille. C'était pour moi une évidence, je me voyais avec deux enfants. J'ai même eu un moment où je pensais à trois...- des craintes pour mon fils (qui sont mes craintes à moi et pas à lui, je le conçois) : qu'il grandisse tout seul, qu'il s'ennuie, qu'il se retrouve seul quand nous ne serons plus là.Voilà, pour la petite présentation rapide et mes craintes..Je compte consulter comme je l'ai toujours fait durant mon parcours car ca m'a toujours fait du bien de vider mon sac, mais j'espère aussi trouver des personnes avec qui partager ces sujets, essayer de trouver les ressources pour me faire a cette nouvelle vie qui s'offre à nous, parce que je sais aussi qu'avoir un enfant unique représente énormément d'avantages, mais que je n'arrive pas à visualiser pour le moment. Je sais que durant mon parcours, échanger avec d'autres personnes dans le même bateau, ca m'a toujours énormément aidé.Les parents d'enfants uniques par choix sont aussi les bienvenus pour échanger, vous êtes probablement les mieux placés pour nous mettre en lumière tous les avantages qu'un unique amour représenteMerci de m'avoir lue et j'espère à très bientôt"
Lilie317,2023-06-17T21:09:44+00:00,"Bonjour Popane,Désolée que tu en arrives là toi aussiTon témoignage me parle énormément, je suis dans la même situation depuis février et j'ai toujours du mal à l'accepter... Je ne pourrai donc malheureux pas témoigner des ressources que j'ai trouvées pour acceptermais peux juste te dire que tu n'es pas seule à traverser cela.Mon parcours est dans ma signature. Plus aucun espoir de mon côté non plus d'avoir ce second bébé tant attendu (azoospermie rendant tout bébé naturel impossible, plus de possibilité de biopsie testiculaire pour retenter des FIV et comme toi nous n'envisageons pas une fratrie avec des gamètes de personnes différentes, donc pas de FIV avec donneur).Après 2 ans de nombreux essais (3 FIV, 13 transferts d'embryons), j'ai vécu l'arrêt de la PMA comme très brutal. Nous avions toujours beaucoup d'embryons congelés, sauf la dernière FIV qui a signé la fin de tout espoir...J'ai longtemps eu l'impression d'être en pause et qu'on allait pouvoir recommencer les essais... (parfois même encore un peu aujourd'hui).Je pourrais écrire exactement la même chose concernant les multiples deuils !J'ai adoré la grossesse, j'étais totalement épanouie de sentir ce petit être en moi. J'ai pleuré quand on m'a annoncé devoir planifier une césarienne 3 semaines avant le terme pour cause de siège... Aujourd'hui je ne supporte toujours pas de voir des femmes enceintes...Les premiers mois de vie étaient également un immense bonheur, me faisant totalement accepter le manque de sommeil et de temps pour moi. Je l'ai allaité jusqu'à ses 2 ans, j'ai adoré, et le deuil d'un 2eme allaitement est aussi à faire...Pareil pour la fraterie, je me suis toujours projetée avec 2 enfants...La seule chose sur laquelle j'ai un peu avancé depuis la fin de la PMA, c'est sur les craintes pour mon fils d'être enfant unique, surtout sur le fait qu'il grandisse seul. Les témoignages que j'avais lus et que confirme Lesk me laissent penser qu'il ne le vivra pas forcément mal, surtout qu'on en est conscients et qu'on fera tout pour qu'il le vive au mieux. Pour l'instant il ne nous a jamais réclamé un petit frère/soeur, juste un grand frèreBon, là, même ultra fertiles, on pourrait pas !En revanche, j'ai toujours quelques craintes pour quand nous ne serons plus là, mais j'espère qu'il aura sa propre famille d'ici là et des amitiés fortes.Je ne peux que te conseiller de consulter un psychologue, comme tu l'envisages.J'ai tardé à le faire car je n'acceptais pas d'aller mal. Je me disais que j'avais de la chance d'avoir déjà un enfant, en bonne santé en plus (c'est aussi ce que tout le monde me disait pensant me consoler...) et donc que je ne devais pas me plaindre.Mais c'était nier toutes mes émotions qui sont resorties violement le jour où j'ai redéballé tout le matériel de puériculture (soigneusement ranger dans l'espoir du 2eme..) pour le prendre en photos pour le vendre. J'en profite d'ailleurs pour te conseiller de ne pas être seule le jour où tu feras le tri si tu avais aussi tout gardé.Je me suis alors décidée à consulter début mai.En parler avec une psychologue et être écoutée sans jugement m'a fait énormément de bien. J'en suis pour l'instant seulement à essayer d'accepter mes émotions, faire le deuil du 2eme enfant sera sûrement encore long. Mais ça me rassure d'être accompagnée.Et quand même, j'ai l'impression d'avancer un peu sur le chemin du deuil.Heureusement, depuis le début j'arrive bien à profiter de tous les beaux moments que la vie m'offre, surtout des moments avec mon fils. C'est important car il grandit si vite ! La première année d'école a fait grandir mon bébé d'un coup !Je pratique la méditation et ça m'a beaucoup aidé dans le parcours et aussi maintenant pour calmer les pensées et mieux profiter de l'instant présent.J'avais découvert le yoga aussi pendant le parcours PMA, c'est aussi quelque chose qui me fait un bien fou et je profite d'avoir plus de temps et d'énergie pour pratiquer plus maintenant.Bref, tout n'est pas négatif, même l'acceptation  reste compliquée et me prendra du temps...Je te souhaite beaucoup de courage pour avancer et pouvoir faire tous tes deuils un jour. Et en attendant, j'espère que plein de beaux moments illumineront ta vie pour compenser les moments plus compliqués."
Matti,2023-08-01T10:26:17+00:00,"Hello @Jinkv :)De mon côté au début j'en ai parlé à très peu de monde aussi, pas vraiment aux ami.e.s ni à la famille, juste deux ou trois personnes à mon travail parce que c'était plus simple pour s'organiser. Et comme toi mon compagnon est plutôt distant sur le sujet. Après lui il a déjà un enfant et puis il y a la différence d'âge. Des fois je me suis dis qu'il ne voulait pas vraiment d'un autre enfant et qu'il faisait ça plus pour me faire plaisir.A la différence de toi mon compagnon parle facilement de ses sentiments.Nous nous sommes lancés dans la PMA à un moment où nous avions déjà beaucoup de dossiers en cours et des choses déjà bien lourdes à gérer alors pour lui la PMA ça passe un peu après le reste contrairement à moi où c'est devenu carrément central...Je pense aussi que mon chéri à ""moins à perdre"" si ça ne fonctionnait pas du fait d'avoir déjà un enfant.Bref, quand on en discute c'est un peu ce qu'il en ressort et puis le fait qu'avec tout ce qu'on doit déjà gérer ça prend déjà beaucoup de place dans la tête alors la PMA... il n'y pense pas trop. Il vient au rdv, il fait ce qu'il faut sans râler. Par contre il ne s'investi pas dans la prise des rendez-vous donc je suis un peu livrée à moi-même à devoir gérer l'emploi du temps de tout le monde et c'est frustrant parfois, ça nous a déjà valut de reculer un ou deux rdv parce qu'il devait s'en occuper et qu'il ne l'a pas fait donc il n'y avait plus de place...J'essaie de ne pas lui en vouloir parce que je sais que les choses autour sont déjà bien compliquées.Enfin bref, tout ça pour dire que je me suis sentie aussi très seule pendant longtemps et puis j'ai cherché des groupes de paroles et de fil en aiguille je suis tombée sur ce forum et là.... ça fait un bien fou ! Du coup je suis moins en boucle à lui parler tout le temps de ça et il est plus apte à m'écouter les peu de fois où j'en parle avec lui ;)Je pense que tu as bien fait de t'inscrire :)Je suis désolée pour l'échec de ton 1er transfert et je te souhaite toute la réussite possible pour ce second essai !!Au plaisir de te lire"
Joanna744,2024-03-12T10:23:57+00:00,"Salut, je viens de créer une discussion à ce sujet mais j'ai quand même envie de te répondre.Mon conjoint est un cartésien du genre 1+2=3 et si il y a un problème c'est qu'il y a une solution.Sentiment parlant c'est bien caché, je n'ai PAS DU TOUT l'impression d'être soutenue moralement.Déja, il ne comprenait pas que je suis KO moralement et que j'aie mis du temps à accepter la situation. Faire le deuil de l'enfant naturel.Ensuite, j'ai perdu mon job au début de la FIV et il m'a dit que c'était de ma faute et que je n'avais qu'à assumer les conséquences lorsque j'ai voulu me confier à lui et mon mal être par rapport à cela.Le long du parcours il me faisait les piqûre car il est infirmier.Au dela de ça il m'a fait un massage une fois à ma demande. J'étais hyper constipée et j'avais l'impression que mes ovaires allaient exploser.Il ne m'a pas ramenée le jour de la ponction il est retourné au travail dès qu'il a fait son don de sperme. Il a demandé à son employé de venir me récupérer. Lui avait trop peur de se faire licencier de son travail en Suisse car il avait un RDV important ce jour. Et comme je l'ai rejoint dans cette région de m***** où je n'ai ni famille et amis c'était la seule option.A part des ""qu'est-ce que je peux faire pour toi"" de temps en temps en formule toute faite pas de geste spontané de sa part.Aujourd'hui il ne comprend pas pourquoi je lui ai fait des reproches avant de partir pour une semaine chez ma mère. Il ne comprend pas l'idée que je sois très mal avec ce qu'il m'arrive en ce moment. Il faut assumer et ne pas se laisser aller tel est son crédo.Facile pour lui avec son job en suisse et le salaire qui va avec.J'ai l'impression de me faire rouler avec cette PMA. On assume tout avec les douleurs et tous les désagréments psychiques, physiques et financiers pendant que ces messieurs eux font quoi ?Hier j'ai été à deux doigts de la séparation alors qu'on est en attente des résultats. Je n'en peux plus"
jinkv,2024-03-26T09:55:40+00:00,"Joanna744a écrit :↑12 mars 2024 à 11:23Salut, je viens de créer une discussion à ce sujet mais j'ai quand même envie de te répondre.Mon conjoint est un cartésien du genre 1+2=3 et si il y a un problème c'est qu'il y a une solution.Sentiment parlant c'est bien caché, je n'ai PAS DU TOUT l'impression d'être soutenue moralement.Déja, il ne comprenait pas que je suis KO moralement et que j'aie mis du temps à accepter la situation. Faire le deuil de l'enfant naturel.Ensuite, j'ai perdu mon job au début de la FIV et il m'a dit que c'était de ma faute et que je n'avais qu'à assumer les conséquences lorsque j'ai voulu me confier à lui et mon mal être par rapport à cela.Le long du parcours il me faisait les piqûre car il est infirmier.Au dela de ça il m'a fait un massage une fois à ma demande. J'étais hyper constipée et j'avais l'impression que mes ovaires allaient exploser.Il ne m'a pas ramenée le jour de la ponction il est retourné au travail dès qu'il a fait son don de sperme. Il a demandé à son employé de venir me récupérer. Lui avait trop peur de se faire licencier de son travail en Suisse car il avait un RDV important ce jour. Et comme je l'ai rejoint dans cette région de m***** où je n'ai ni famille et amis c'était la seule option.A part des ""qu'est-ce que je peux faire pour toi"" de temps en temps en formule toute faite pas de geste spontané de sa part.Aujourd'hui il ne comprend pas pourquoi je lui ai fait des reproches avant de partir pour une semaine chez ma mère. Il ne comprend pas l'idée que je sois très mal avec ce qu'il m'arrive en ce moment. Il faut assumer et ne pas se laisser aller tel est son crédo.Facile pour lui avec son job en suisse et le salaire qui va avec.J'ai l'impression de me faire rouler avec cette PMA. On assume tout avec les douleurs et tous les désagréments psychiques, physiques et financiers pendant que ces messieurs eux font quoi ?Hier j'ai été à deux doigts de la séparation alors qu'on est en attente des résultats. Je n'en peux plusHello Joanna,j'espère que ça va mieux pour toi ! les PMA sont très difficiles pour nos nerfs, je ne compte plus le nombre de fois où j'ai eu envie de tout balancer... j'en suis même arrivée, lors de l'attente des résultats après transfert, à me dire que si el résultat était négatif alors je quitterai tout lui compris, et que je continuerai un parcours PMA solo...aujourd'hui je suis enceinte, et je te mentirai si je te disais que je n'ai pas encore régulièrement des idées de faire ma vie de maman toute seule ! mais quelques jours après je me projette aussi dans une vie de famille( avec bcp de points d'interrogations qd même).J'étais allée voir une psy pendant ma PMA, je voyais tout en noir. Après l'échec de tous les transferts de la 1ère FIV, ma gygy m'a fait faire une pause dans le traitement de 1 ou 2 mois (fermeture estivale oblige), et là miracle, je ne voyais plus la vie en noir ! comme quoi les traitements jouent énormément sur le moral aussi !"
Joanna744,2024-03-29T07:40:49+00:00,"jinkva écrit :↑26 mars 2024 à 10:55Joanna744a écrit :↑12 mars 2024 à 11:23Salut, je viens de créer une discussion à ce sujet mais j'ai quand même envie de te répondre.Mon conjoint est un cartésien du genre 1+2=3 et si il y a un problème c'est qu'il y a une solution.Sentiment parlant c'est bien caché, je n'ai PAS DU TOUT l'impression d'être soutenue moralement.Déja, il ne comprenait pas que je suis KO moralement et que j'aie mis du temps à accepter la situation. Faire le deuil de l'enfant naturel.Ensuite, j'ai perdu mon job au début de la FIV et il m'a dit que c'était de ma faute et que je n'avais qu'à assumer les conséquences lorsque j'ai voulu me confier à lui et mon mal être par rapport à cela.Le long du parcours il me faisait les piqûre car il est infirmier.Au dela de ça il m'a fait un massage une fois à ma demande. J'étais hyper constipée et j'avais l'impression que mes ovaires allaient exploser.Il ne m'a pas ramenée le jour de la ponction il est retourné au travail dès qu'il a fait son don de sperme. Il a demandé à son employé de venir me récupérer. Lui avait trop peur de se faire licencier de son travail en Suisse car il avait un RDV important ce jour. Et comme je l'ai rejoint dans cette région de m***** où je n'ai ni famille et amis c'était la seule option.A part des ""qu'est-ce que je peux faire pour toi"" de temps en temps en formule toute faite pas de geste spontané de sa part.Aujourd'hui il ne comprend pas pourquoi je lui ai fait des reproches avant de partir pour une semaine chez ma mère. Il ne comprend pas l'idée que je sois très mal avec ce qu'il m'arrive en ce moment. Il faut assumer et ne pas se laisser aller tel est son crédo.Facile pour lui avec son job en suisse et le salaire qui va avec.J'ai l'impression de me faire rouler avec cette PMA. On assume tout avec les douleurs et tous les désagréments psychiques, physiques et financiers pendant que ces messieurs eux font quoi ?Hier j'ai été à deux doigts de la séparation alors qu'on est en attente des résultats. Je n'en peux plusHello Joanna,j'espère que ça va mieux pour toi ! les PMA sont très difficiles pour nos nerfs, je ne compte plus le nombre de fois où j'ai eu envie de tout balancer... j'en suis même arrivée, lors de l'attente des résultats après transfert, à me dire que si el résultat était négatif alors je quitterai tout lui compris, et que je continuerai un parcours PMA solo...aujourd'hui je suis enceinte, et je te mentirai si je te disais que je n'ai pas encore régulièrement des idées de faire ma vie de maman toute seule ! mais quelques jours après je me projette aussi dans une vie de famille( avec bcp de points d'interrogations qd même).J'étais allée voir une psy pendant ma PMA, je voyais tout en noir. Après l'échec de tous les transferts de la 1ère FIV, ma gygy m'a fait faire une pause dans le traitement de 1 ou 2 mois (fermeture estivale oblige), et là miracle, je ne voyais plus la vie en noir ! comme quoi les traitements jouent énormément sur le moral aussi !Coucou Jinkv, merci pour ton retour.Moi je vais un peu mieux. La FIV a marché du premier coup pour nous.Le problème c'est que vu notre relation en ce moment je n'ai pas su le prendre comme j'aurais dû.J'aurais dû être la plus heureuse mais je suis plus angoissée qu'autre chose et je culpabilise tant à cause de cela.On m'a implanté deux embryons et je risque fort d'accoucher de jumeauxCa aurait été merveilleux si je n'avais pas en tête cette petite chanson, sans cesse : pars de cet endroit, tu n'es pas heureuse ici.Et lorsque je lui en parle il me répond que c'était MON choix que de venir ici et que personne ne m'avait forcée (donc que je n'ai pas à me plaindre maintenant) et que je ne sais pas ce que je veux.Qu'il a tout fait pour moi et que malgré tout j'en veux toujours plus : changé d'un 2 pièces pour un 3 pièces en RDC (wow), nous avons pris un chat (parce que je me sentais horriblement seule ici sans famille et amis) et que moi je ne suis jamais contente. Que même si on rentre dans notre région près des nôtres où l'on pourra avoir une jolie petite maison rien qu'à nous je ne serais toujours pas satisfaite. Que je n'arrive pas à garder un taf alors que lui a son taf en Suisse et sa boîte alors il ne va pas laisser tout ça pour mon instabilité professionnelle.Que notre 55m2 ne le dérange pas et qu'il n'allait pas se rendre fou pour chercher un autre endroit. La chambre n°2 est minuscule et la salle de bains aussi. Bien sûr ce n'est pas lui qui va se casser le dos et il n'anticipe rien. Où va-t-on mettre le matériel, les vêtements, le lit d'ami etc ? Je dois penser à tout. Il le justifie en disant que nos parents (immigrés de la classe ouvrière) y sont bien arrivés comme cela donc nous aussi. Wow ! Si j'avais su qu'ici j'aurais une vie d'immigrée alors je ne serai pas venue, c'est certain.Alors même qu'il est ""blindé"" il ne se met pas d'argent de côté et je me demande bien où ça passe ! Quand je râle et je déprime il me promet qu'on va louer une maison avec un jardin. Mais dès que je me calme, tout est oublié on fait comme si de rien n'était. Le pire c'est que cet endroit est censé le rendre riche.Toutes les activités me coûtent les yeux de la tête alors que j'ai un salaire français MOI. 80 € pour une séance chez la psy et on se demande pourquoi j'ai arrêté. 100 € mensuels le cours de yoga ou un cours collectif de gym, etc.Moi, ici, je me sens aussi pauvre lorsque j'avais 20 ans et que je bossais à temps partiel.Et encore, à l'époque avec mon premier petit copain on avait pu louer une petite maison avec un beau jardin. Ici j'étouffe !!!!!!"
